1.000000000000000000e+00,1.600000000000000000e+01,-1.492663217826469690e+01,9.722222222222222099e-01,8.829999999999999716e+01,0.000000000000000000e+00,1.671721602310892285e+00,0.000000000000000000e+00,1.224456091312050532e+01,1.671721602310892285e+00,0.000000000000000000e+00,3.545152560085061300e+00,1.418194017914743377e+01,2.112499999999999645e+01,2.112499999999999645e+01,2.112499999999999645e+01,1.510736907140701746e+00,2.112499999999999645e+01,0.000000000000000000e+00,2.112499999999999645e+01,1.510736907140701746e+00
2.000000000000000000e+00,1.700000000000000000e+01,-1.451509602914080688e+01,1.083333333333333259e+00,8.500000000000000000e+01,0.000000000000000000e+00,5.360079598541460655e-01,0.000000000000000000e+00,1.351349212137861322e+01,5.360079598541460655e-01,0.000000000000000000e+00,7.984811004823679781e-01,1.400907843528125163e+01,2.474999999999999645e+01,2.474999999999999645e+01,2.474999999999999645e+01,1.769975784697390253e+00,2.474999999999999645e+01,0.000000000000000000e+00,2.474999999999999645e+01,1.769975784697390253e+00
3.000000000000000000e+00,1.800000000000000000e+01,-3.587456931544281247e+01,1.138888888888888840e+00,8.190000000000000568e+01,1.769031656859853863e+00,0.000000000000000000e+00,1.584375352304296047e+00,1.443404570086049610e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.318869819814822009e+01,1.124999999999999822e+01,1.124999999999999822e+01,1.124999999999999822e+01,8.045344475897229231e-01,1.124999999999999822e+01,0.000000000000000000e+00,1.124999999999999822e+01,8.045344475897229231e-01
4.000000000000000000e+00,1.900000000000000000e+01,-1.831533407275716741e+01,1.111111111111111160e+00,7.790000000000000568e+01,3.570808534456025640e+00,0.000000000000000000e+00,4.248816121614645169e+00,1.451674550298960220e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.161278841964938735e+01,2.124999999999999645e+01,2.124999999999999645e+01,2.124999999999999645e+01,1.519676178780587694e+00,2.124999999999999645e+01,0.000000000000000000e+00,2.124999999999999645e+01,1.519676178780587694e+00
5.000000000000000000e+00,2.000000000000000000e+01,-3.063272747394876205e+00,1.111111111111111160e+00,7.520000000000000284e+01,4.298492792866327683e+00,0.000000000000000000e+00,7.190503709212682004e+00,1.411104624815287778e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.844402484531578068e+00,4.662500000000000000e+01,4.662500000000000000e+01,4.662500000000000000e+01,3.583135226250938388e+01,4.662500000000000000e+01,0.000000000000000000e+00,4.662500000000000000e+01,3.583135226250938388e+01
6.000000000000000000e+00,2.000000000000000000e+01,4.903683044834394877e+00,1.083333333333333259e+00,7.159999999999999432e+01,3.474771044597110503e+00,0.000000000000000000e+00,1.001082295633286812e+01,1.317729561899065160e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.169179763756053703e+00,1.568750000000000000e+02,1.568750000000000000e+02,1.568750000000000000e+02,2.619099591659033877e+02,1.568750000000000000e+02,0.000000000000000000e+00,1.568750000000000000e+02,2.619099591659033877e+02
7.000000000000000000e+00,2.000000000000000000e+01,4.781216436800491465e+00,1.027777777777777901e+00,6.820000000000000284e+01,4.332325194563247384e-01,0.000000000000000000e+00,1.193345491112674672e+01,1.173641056832847518e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.143820624306545852e+00,1.050000000000000000e+02,1.050000000000000000e+02,1.050000000000000000e+02,1.727794653623066665e+02,1.050000000000000000e+02,0.000000000000000000e+00,1.050000000000000000e+02,1.727794653623066665e+02
8.000000000000000000e+00,2.000000000000000000e+01,5.418798230363961466e+00,1.000000000000000000e+00,6.940000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.126196383859461569e+01,9.845655662514447570e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.138476311556046561e+00,7.571589353579272874e+00,1.850000000000000000e+02,1.850000000000000000e+02,1.850000000000000000e+02,3.502704771848025871e+02,1.850000000000000000e+02,0.000000000000000000e+00,1.850000000000000000e+02,3.502704771848025871e+02
9.000000000000000000e+00,1.800000000000000000e+01,2.908534201470160951e+00,9.722222222222222099e-01,7.340000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.320594113709458561e+00,7.785479522063609714e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.052163124770465430e+01,9.345609589581567178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.800000000000000000e+01,2.116304157038882749e+00,1.027777777777777901e+00,7.690000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.681457646373743398e-01,6.851051924656612613e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.165132155541050629e+01,1.100412371265381672e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
